FC Target vs Input,FC Target vs Beads,seq_origin,log_FC_Target_vs_Input,log_FC_Target_vs_Beads
1.5056006577,1.0672554729,a4b7,0.1777097958,0.0282683905
0.9481678381,1.0633207219,a4b7,-0.02311478,0.0266642775
1.0203643589,1.5133178984,a4b7,0.0087552804,0.1799301686
0.9295725197,0.6722771877,a4b7,-0.0317167235,-0.1724516253
0.677105058,0.2441382991,a4b7,-0.169343942,-0.6123640854
0.8995501831,0.9831525715,a4b7,-0.0459746037,-0.0073790805
0.9153452868,0.9250478523,a4b7,-0.0384150503,-0.0338358008
1.0429945003,1.1677330846,a4b7,0.0182820184,0.067343585
1.2404062365,1.9453468785,a4b7,0.0935639411,0.2889970524
1.158776736,1.3375307688,a4b7,0.0639997676,0.1263037814
0.5224149254,0.6675347399,a4b7,-0.2819844237,-0.1755261278
0.9184166357,0.7993974599,a4b7,-0.0369602583,-0.097237236
0.8943378966,0.8194791429,a4b7,-0.0484983661,-0.0864620955
0.899221273,1.167650901,a4b7,-0.0461334275,0.0673130188
0.7380518825,0.9224575726,a4b7,-0.1319131077,-0.0350535996
1.0962135282,0.8949082154,a4b7,0.0398951573,-0.048221505
0.9712909789,0.9053969761,a4b7,-0.0126506448,-0.0431609603
0.9872274379,0.9379892767,a4b7,-0.0055827829,-0.0278021266
0.891415677,0.8214186759,a4b7,-0.0499197324,-0.0854354272
0.9547503407,0.993278444,a4b7,-0.020110178,-0.0029289894
0.9289932627,0.9360711946,a4b7,-0.0319874356,-0.0286911189
0.9879686201,0.6217142706,a4b7,-0.0052568493,-0.2064091639
1.0920464867,0.9246627281,a4b7,0.038241126,-0.0340166479
0.8337591022,0.8537031233,a4b7,-0.0789594118,-0.0686931297
1.0644938639,1.7598969644,a4b7,0.0271431624,0.2454872422
0.9918808262,0.7961107943,a4b7,-0.0035405049,-0.0990264876
0.8366053361,1.0807350968,a4b7,-0.0774793697,0.0337192554
0.8151450952,1.0948548845,a4b7,-0.0887650803,0.0393565602
0.9111534936,0.8062012357,a4b7,-0.0404084553,-0.0935565405
0.670513363,0.6990433859,a4b7,-0.1735925624,-0.1554958691
1.0318651475,1.7090927482,a4b7,0.0136229439,0.2327656314
0.9748250832,1.3093891126,a4b7,-0.0110733045,0.1170687255
0.9087599757,1.0194971627,a4b7,-0.0415508087,0.0083860215
1.1606230145,1.2415093741,a4b7,0.0646911781,0.0939500031
1.0744413066,0.9423012656,a4b7,0.0311826963,-0.0258102256
1.5686290382,0.9330637866,a4b7,0.1955202503,-0.0300886658
0.7906276907,0.5096351226,a4b7,-0.1020279791,-0.2927406493
1.1161743052,0.9979550254,a4b7,0.0477320207,-0.0008890305
0.9209426502,0.7115311615,a4b7,-0.0357674137,-0.1478060753
1.0262783524,1.2113303362,a4b7,0.0112651683,0.0832625937
0.9206108236,0.6056081089,a4b7,-0.0359239234,-0.2178083184
0.9108669197,1.2740369604,a4b7,-0.0405450701,0.1051820273
0.9239190849,1.0420714152,a4b7,-0.0343660618,0.017897483
1.1672164394,0.9834743892,a4b7,0.0671513957,-0.0072369451
1.2407355136,1.3344772941,a4b7,0.0936792132,0.1253111887
0.7070905793,0.6088868152,a4b7,-0.1505249489,-0.21546343
0.7871911593,0.9510800529,a4b7,-0.1039197919,-0.0217829267
0.9587314887,1.0209087951,a4b7,-0.0183030084,0.0089869453
0.8972253844,0.9445348771,a4b7,-0.0470984478,-0.0247820011
1.2233652636,0.9637815499,a4b7,0.0875561449,-0.0160213919
0.9860082926,0.9842650452,a4b7,-0.0061194325,-0.006887938
1.8297385659,2.6062743171,a4b7,0.2623890419,0.4160201244
1.4450648742,1.2790208137,a4b7,0.1598873446,0.1068776119
1.5046284706,1.4379366412,a4b7,0.1774292753,0.1577397504
1.0693977519,0.857621554,a4b7,0.0291392668,-0.0667043127
1.3847751719,1.1361753061,a4b7,0.1413792683,0.055445346
0.6101531153,0.4975478622,a4b7,-0.214561167,-0.3031651354
1.8852014104,1.101404873,a4b7,0.275357756,0.0419469936
1.424045531,0.972423815,a4b7,0.1535238752,-0.0121444137
1.1516564777,0.8684714834,a4b7,0.0613229547,-0.0612444372
1.4765040358,1.0629523718,a4b7,0.1692346384,0.0265138053
1.0829593682,0.7273807105,a4b7,0.0346121625,-0.1382382203
1.1787150858,1.1257243238,a4b7,0.0714088419,0.0514320501
1.1659014861,0.9675899722,a4b7,0.0666618559,-0.0143086412
0.8371576368,0.884948517,a4b7,-0.0771927566,-0.0530819942
0.7459505908,0.9150601188,a4b7,-0.1272899378,-0.0385503721
0.9385739459,0.9818224324,a4b7,-0.0275315056,-0.0079670495
0.9491259664,1.0038875078,a4b7,-0.0226761449,0.00168505
1.4683535186,1.0500196183,a4b7,0.1668306283,0.0211974134
1.2081734961,1.1017918467,a4b7,0.0821293043,0.0420995543
1.2528240561,0.8874559077,a4b7,0.0978900839,-0.0518532152
0.8635740239,1.1078584613,a4b7,-0.0637004296,0.044484279
1.0485111408,0.9701728114,a4b7,0.0205730493,-0.0131509004
1.0374047448,0.9452435315,a4b7,0.01594823,-0.0244562859
0.9647160972,1.4676597993,a4b7,-0.0156004748,0.1666253986
0.9154667214,0.5670088678,a4b7,-0.0383574384,-0.2464101488
1.1413450128,1.0970858076,a4b7,0.0574169455,0.0402405969
1.4405906135,1.0349067202,a4b7,0.1585405807,0.014901207
0.910263847,0.9158963103,a4b7,-0.0408327058,-0.0381536905
0.9988950431,0.9948492395,a4b7,-0.000480142,-0.0022427277
0.8575981602,1.1439803159,a4b7,-0.0667161593,0.0584185518
1.3259955345,0.8201591551,a4b7,0.1225420615,-0.0861018629
1.1912570857,4.984604375,a4b7,0.0760054969,0.6976306943
0.7670884046,1.0039321916,a4b7,-0.115154582,0.0017043803
1.0456393898,1.0606165811,a4b7,0.019381935,0.0255584123
0.9609243202,0.8849902578,a4b7,-0.0173108149,-0.0530615101
1.0279662166,1.4107474705,a4b7,0.0119788421,0.1494492802
0.8984767569,0.5303892039,a4b7,-0.0464931534,-0.2754053246
21.7044044765,21.7044044765,a4b7,1.3365478742,1.3365478742
0.0279364518,0.0587189351,a4b7,-1.5538287538,-1.2312218292
0.708307158,1.2927980949,a4b7,-0.1497783693,0.1115307034
0.8764654995,0.5896652116,a4b7,-0.0572651745,-0.2293944935
1.0947167162,1.1618917536,a4b7,0.0393017498,0.0651656694
0.5071876052,0.3278502232,a4b7,-0.2948313684,-0.4843245163
1.8483976288,1.0528368352,a4b7,0.2667954027,0.022361071
1.0573865105,0.7562180127,a4b7,0.0242337656,-0.1213529822
0.7436960736,0.6600676194,Bayer1,-0.1286045114,-0.1804115717
1.2798207712,0.5220647376,Bayer1,0.1071491544,-0.2822756398
175.4093770386,0.9418391976,Bayer1,2.2440528062,-0.026023239
3.9650860364,0.3737588646,Bayer1,0.5982526153,-0.4274084982
0.7831530192,0.879276608,Bayer1,-0.1061533734,-0.0558744805
0.9763784631,0.8777144664,Bayer1,-0.0103818088,-0.0566467436
0.9157636453,0.6673849429,Bayer1,-0.0382166014,-0.1756235958
7.3711557668,0.9975621752,Bayer1,0.8675355888,-0.0010600265
1.2264220213,1.0438446595,Bayer1,0.08863994,0.0186358736
0.8202262005,1.0640635278,Bayer1,-0.0860663622,0.0269675574
2.0926653482,1.1676051441,Bayer1,0.320699783,0.0672959997
0.8811277224,0.9050459053,Bayer1,-0.0549611346,-0.0433293922
1.5373365578,1.898684362,Bayer1,0.1867689548,0.2784527735
1.4890013774,0.4397657256,Bayer1,0.1728950995,-0.3567786216
0.8386979911,1.0380647808,Bayer1,-0.0763943972,0.0162244566
1.292289606,1.0957472587,a4b7,0.1113598513,0.0397103928
1.2291719579,1.0831731988,a4b7,0.0896126438,0.0346979056
0.9028936268,0.9449054355,a4b7,-0.0443634125,-0.0246116528
0.8348378254,1.5356901468,a4b7,-0.0783978819,0.1863035978
0.8570833362,0.9828258082,a4b7,-0.0669769486,-0.0075234478
1.1202728323,1.3010819028,a4b7,0.049323804,0.1143046362
0.8098652095,0.9705604863,a4b7,-0.0915872572,-0.0129773938
1.1845084148,1.4084859164,a4b7,0.0735381503,0.1487525088
0.8591973169,0.7676722083,a4b7,-0.0659070878,-0.1148241817
1.2808837563,1.0699662171,a4b7,0.1075097181,0.0293700656
1.0064978496,1.069005239,a4b7,0.0028128513,0.0289798336
1.1426385559,1.3348793404,a4b7,0.0579088743,0.1254420117
1.3252041623,1.2370723353,a4b7,0.1222827913,0.0923950949
2.1649825179,1.8990810833,Bayer1,0.3354543938,0.2785435078
1.1339841206,0.8320141354,a4b7,0.0546069731,-0.0798692953
1.1263154622,0.9897594407,a4b7,0.0516600462,-0.0044703471
1.2529842463,0.9276744308,a4b7,0.0979456107,-0.0326044136
1.1426542845,1.1238247168,a4b7,0.0579148524,0.0506985795
1.2513943054,1.5075878296,a4b7,0.0973941743,0.1782826228
1.580322388,1.346996152,a4b7,0.1987456927,0.1293663551
0.8517935847,0.9349144005,a4b7,-0.0696656351,-0.0292281507
1.6219836904,1.2123149625,a4b7,0.2100464829,0.0836154653
0.9058633795,0.8412263248,a4b7,-0.0429372968,-0.0750871452
1.061910243,1.0193220566,a4b7,0.02608781,0.0083114218
0.8425160701,0.8597349964,a4b7,-0.0744218067,-0.0656353945
0.9359643566,0.89892685,a4b7,-0.0287406898,-0.0462756475
1.1779200931,1.2538361308,a4b7,0.0711158301,0.0982407804
0.8494817716,0.7472922028,a4b7,-0.0708459359,-0.1265095491
0.9978064838,0.9470396418,a4b7,-0.0009536783,-0.0236318416
1.2562357698,1.4843199571,a4b7,0.0990711553,0.1715275267
0.8875228727,0.6954478944,a4b7,-0.0518204457,-0.1577354034
1.2783335887,1.5001349569,a4b7,0.1066442003,0.1761303313
0.9634782296,0.9885754351,a4b7,-0.016158094,-0.0049901854
0.923889241,0.9733390888,a4b7,-0.0343800904,-0.0117358352
0.9461698711,0.9721787659,a4b7,-0.0240308853,-0.0122538689
1.0324339611,1.0860842288,a4b7,0.0138622819,0.0358635073
1.3742089646,1.3931584184,a4b7,0.1380527773,0.1440005036
1.2202381514,1.0831698379,a4b7,0.0864445993,0.0346965581
1.6066266701,0.8960464941,a4b7,0.205914972,-0.0476694551
1.1664649318,1.0516527663,a4b7,0.0668716868,0.0218723685
0.9153309343,0.9039331062,a4b7,-0.0384218601,-0.0438637074
1.3463291491,1.1264000646,a4b7,0.1291512487,0.0516926667
1.4047026066,1.3007471868,a4b7,0.1475843883,0.1141928953
1.4020335964,1.878757033,a4b7,0.1467584206,0.2738706194
1.2145742739,1.4225001128,a4b7,0.084424078,0.1530523095
1.4143540602,1.327745686,a4b7,0.1505581415,0.123114899
0.9569392683,0.9848867283,a4b7,-0.0191156237,-0.0066137148
0.6711290155,0.7890594619,a4b7,-0.1731939846,-0.102890268
1.0032765448,0.8043410897,a4b7,0.0014206592,-0.0945597448
1.0391689677,0.7581005019,a4b7,0.0166861691,-0.1202732158
0.9753286805,1.0641883208,a4b7,-0.0108490048,0.0270184884
1.6562130827,1.2594969051,a4b7,0.2191162109,0.1001971047
1.2140169759,0.9417494199,a4b7,0.0842247596,-0.0260646386
1.3571767395,1.3810203262,a4b7,0.1326364077,0.1402000707
0.8677980709,0.8465015082,a4b7,-0.0615813197,-0.0723722638
1.2498125523,1.0795180065,a4b7,0.0968448821,0.0332298908
1.2643910808,1.4021565851,a4b7,0.1018814236,0.146796516
1.0801622851,0.9906639865,a4b7,0.0334890094,-0.0040736246
2.7204183827,2.6130350654,a4b7,0.4346357008,0.4171452377
1.1482157388,1.0063884866,a4b7,0.0600234955,0.0027656597
1.0838252267,1.0274892668,a4b7,0.0349592552,0.0117772939
1.2284433697,1.2589894869,a4b7,0.0893551406,0.1000221036
0.7969417577,0.6624946573,a4b7,-0.0985734167,-0.1788176197
2.5956693391,1.9421975081,a4b7,0.4142493671,0.2882933926
0.8169498281,0.6961406896,a4b7,-0.0878046143,-0.1573029809
0.9456778133,1.1706650642,a4b7,-0.0242567999,0.068432658
1.4413907288,1.189172775,a4b7,0.1587817243,0.0752449579
0.8984712853,0.9233936603,a4b7,-0.0464957982,-0.0346131115
1.1441331754,1.1038362245,a4b7,0.0584765786,0.0429046422
1.3654374477,1.3267349983,a4b7,0.1352718094,0.1227841856
2.2735928135,2.3425155756,NA,0.3567126878,0.3696824872
2.0444490569,1.0803910851,a4b7,0.3105762934,0.0335809919
0.7245655907,0.6564991178,a4b7,-0.1399222943,-0.1827658532
1.2059120247,0.8085976113,a4b7,0.0813156257,-0.092267546
1.6777663811,0.8510584228,a4b7,0.2247314878,-0.0700406258
1.8180351826,1.1793027888,a4b7,0.2596022834,0.0716253256
1.9887722569,1.3455215444,a4b7,0.298585053,0.1288906561
1.1718817664,1.1819175661,a4b7,0.068883797,0.0725871873
0.8864402156,0.9786245731,a4b7,-0.0523505493,-0.0093838834
0.7489411536,0.7464216596,a4b7,-0.1255523047,-0.1270157668
1.1036426822,1.1572485137,a4b7,0.042828488,0.0634266317
0.8911766616,1.0382648317,a4b7,-0.0500361954,0.0163081438
1.7619830629,1.2066980121,a4b7,0.2460017294,0.0815985973
1.1555605806,1.174251469,a4b7,0.0627927184,0.0697611122
1.4840570001,1.2298028253,a4b7,0.1714505818,0.0898354865
1.1383108178,1.1011146402,a4b7,0.0562608631,0.041832537
1.549641697,1.0370624887,a4b7,0.1902312936,0.0158049258
1.1128363154,0.8790549431,a4b7,0.0464312896,-0.0559839796
0.8392162369,1.6051865781,a4b7,-0.0761261221,0.2055255197
1.0030541679,0.9211836949,a4b7,0.0013243868,-0.0356537577
1.0322034432,1.1457632878,a4b7,0.0137653035,0.0590949026
1.1358488754,1.1175942664,a4b7,0.0553205524,0.0482841651
1.3607623609,1.2261412333,a4b7,0.1337822881,0.0885404974
1.4017103187,0.7042750749,a4b7,0.1466582704,-0.1522576815
1.1487961425,1.2588149679,a4b7,0.0602429686,0.0999618982
1.084504936,0.9658880234,a4b7,0.035231533,-0.015073219
2.1471023407,0.9728771686,a4b7,0.3318527454,-0.0119419885
1.6944623214,1.3676565062,a4b7,0.2290319162,0.1359770359
1.247667191,1.0691640073,a4b7,0.0960987549,0.0290443301
2.0376115856,1.6454345467,a4b7,0.3091214013,0.2162806113
0.9646250733,0.8626668502,a4b7,-0.0156414537,-0.0641568904
1.6192467232,1.2983562534,a4b7,0.2093130269,0.113393874
0.8978537853,0.9783581633,a4b7,-0.0467943821,-0.0095021269
1.3272367927,0.9390649176,a4b7,0.1229484124,-0.0273043839
0.747623147,0.8260143508,a4b7,-0.126317261,-0.0830124074
1.2163020794,1.3408290034,a4b7,0.0850414492,0.1273733956
1.1146811296,1.9716123887,a4b7,0.047150649,0.2948215384
1.4533294059,1.2904824188,a4b7,0.1623640609,0.1107520922
0.9056412292,0.8418287962,a4b7,-0.0430438145,-0.0747762226
0.9260723326,0.861345994,a4b7,-0.0333550906,-0.0648223618
1.4224181365,1.511251416,a4b7,0.1530272811,0.1793367208
1.5314473749,2.1477636633,a4b7,0.1851020777,0.3319864905
0.996362565,1.2172091178,a4b7,-0.001582598,0.0853651969
1.2206573152,1.0708640659,a4b7,0.0865937581,0.0297343455
0.4959600771,0.9371209306,a4b7,-0.3045532812,-0.0282043621
0.9550164221,0.8066218384,a4b7,-0.0199891604,-0.0933300241
1.4632234824,1.4140348837,a4b7,0.1653106623,0.1504601235
1.4819554473,1.4293263503,a4b7,0.1708351475,0.1551314002
1.5392834048,1.2510306418,a4b7,0.1873185872,0.0972679471
3.5457340608,2.1810055099,a4b7,0.5497061593,0.3386567627
1.0413462278,1.2681671823,a4b7,0.0175951482,0.1031765103
1.0946548797,1.176835515,a4b7,0.0392772174,0.0707157662
1.4518509592,1.400584869,a4b7,0.1619220358,0.1463094302
5.1294479109,4.6459682352,a4b7,0.710070624,0.6670762362
0.8653934284,1.0221319268,a4b7,-0.062786407,0.0095069539
2.1246343619,2.207191906,a4b7,0.3272842011,0.3438400949
1.1018327231,1.3538595915,a4b7,0.0421156663,0.1315736261
0.8915912431,1.0977944858,a4b7,-0.0498342057,0.040521045
1.2961040009,1.1585130747,a4b7,0.1126398512,0.0639009395
1.3048354368,1.1807589338,a4b7,0.1155557428,0.0721612402
1.4490604964,0.8915541593,a4b7,0.1610865171,-0.0498522696
1.0818730828,0.9593593445,a4b7,0.0341763156,-0.0180186899
1.1758051473,1.4235309486,a4b7,0.070335357,0.1533669135
1.0341976497,0.9634220692,a4b7,0.0146035465,-0.0161834095
0.8852979407,0.8217616199,a4b7,-0.052910546,-0.0852541462
0.9365359882,0.8479537425,a4b7,-0.0284755294,-0.0716278387
1.0939607694,1.4364223388,a4b7,0.039001748,0.1572821505
1.4080345531,1.2731232864,a4b7,0.1486133125,0.1048704618
1.0396163948,0.9746972368,a4b7,0.0168731197,-0.0111302651
1.6122301181,1.2227869804,a4b7,0.2074270299,0.0873508059
2.2547453667,1.7563810006,a4b7,0.3530975032,0.2446187305
1.2642925313,1.1844619871,a4b7,0.1018475724,0.0735211275
1.6219023913,1.9908958142,a4b7,0.2100247141,0.2990485335
1.1853280663,1.075029596,a4b7,0.0738385678,0.0314204207
1.1137214835,1.1218957601,a4b7,0.0467765972,0.0499525067
1.0784215528,1.25443463,a4b7,0.0327885589,0.0984480347
1.18691893,1.2248385376,a4b7,0.0744210564,0.0880788423
1.4691264244,1.2251796986,a4b7,0.1670591702,0.0881997919
1.1744977084,1.04126558,a4b7,0.0698521737,0.0175615126
0.9581550384,1.0527162487,a4b7,-0.0185642123,0.0223113263
67.9938514199,67.9938514199,a4b7,1.8324696419,1.8324696419
0.0211508022,0.0191662559,a4b7,-1.6746731562,-1.7174627178
59.8556432339,59.8556432339,a4b7,1.7771051023,1.7771051023
1.2709248119,1.3999655157,a4b7,0.1041198584,0.1461173382
0.8583291175,0.8848543024,a4b7,-0.0663461545,-0.0531282331
0.7965132832,0.5851669771,a4b7,-0.0988069772,-0.2327201905
1.1518909359,1.0856815589,a4b7,0.0614113609,0.0357024611
1.2941916072,0.9987477307,a4b7,0.1119985791,-0.0005441945
1.0592873903,1.3391970316,a4b7,0.0250138025,0.126844478
0.73606912,0.6569039416,a4b7,-0.1330814017,-0.1824981322
1.0860481303,1.0852166572,a4b7,0.0358490723,0.0355164512
0.8750044265,1.02401061,a4b7,-0.05798975,0.0103044565
1.3624071161,1.0262784007,a4b7,0.1343069034,0.0112651888
1.2604069308,1.7458757707,a4b7,0.1005107826,0.2420133379
1.185768861,1.6973902122,a4b7,0.0740000413,0.2297816935
1.2231516809,1.0638611419,a4b7,0.0874803165,0.0268849463
1.1299833039,0.8072472842,a4b7,0.0530720266,-0.0929934074
1.1425243315,1.0539756284,a4b7,0.0578654577,0.0228305686
1.6257699149,1.4106171859,a4b7,0.2110590826,0.1494091707
1.0514812802,1.1090966659,a4b7,0.0218015452,0.0449693997
1.1812506682,1.1130031983,a4b7,0.0723420672,0.0464964123
1.2226918631,0.8751387951,a4b7,0.087317022,-0.0579230633
1.5654644509,1.3876055167,a4b7,0.19464321,0.1422660178
1.1643108309,1.0911943979,a4b7,0.0660689375,0.0379021277
1.1164476413,1.0314691134,a4b7,0.0478383605,0.0134562279
0.9634469014,1.2660018464,a4b7,-0.0161722157,0.1024343391
1.052771541,0.8933464702,a4b7,0.0223341364,-0.0489800742
1.0285022663,1.0946634907,a4b7,0.012205253,0.0392806337
1.1343371485,1.3156355527,a4b7,0.0547421551,0.119135601
1.3393923519,1.1620285328,a4b7,0.1269078147,0.065216792
1.2132633344,1.0278145315,a4b7,0.0839550731,0.0119147535
1.1092133308,0.9651651239,a4b7,0.0450150804,-0.0153983797
1.0519852665,0.9281389558,a4b7,0.0220096574,-0.0323869987
1.2791360711,1.3565847926,a4b7,0.106916746,0.1324469443
1.2747319463,1.1097612345,a4b7,0.1054188699,0.0452295502
1.4580829241,1.2079386807,a4b7,0.1637822239,0.0820448885
1.7368785907,1.5280664419,a4b7,0.239769462,0.1841422382
4.2629646379,2.3118217994,a4b7,0.6297117301,0.3639543546
1.058047055,1.6220448518,a4b7,0.0245049827,0.2100628589
1.1785353372,1.0338417495,a4b7,0.071342609,0.0144540662
1.2828203703,0.756559693,a4b7,0.1081658476,-0.1211568002
1.061210868,0.6376215935,a4b7,0.025801689,-0.1954369837
0.9899519639,0.8722649501,a4b7,-0.0043858784,-0.0593515783
0.7364086474,2.730351307,a4b7,-0.1328811203,0.4362185301
1.0062783349,0.8280960174,a4b7,0.0027181225,-0.081919304
1.1681593149,1.1127167929,a4b7,0.0675020764,0.0463846424
0.9911632787,0.9624953251,a4b7,-0.0038547964,-0.0166013712
0.8946170881,1.3749861379,a4b7,-0.0483628106,0.1382983198
1.2468527772,0.9319510875,a4b7,0.095815177,-0.0306068805
1.6494369256,1.3732884228,a4b7,0.2173357128,0.1377617589
1.0755462662,1.2251689257,a4b7,0.0316290969,0.0881959732
0.9422582503,1.0310115201,a4b7,-0.0258300512,0.0132635179
1.0927922379,1.026279954,a4b7,0.0385376015,0.0112658461
0.7220997143,0.7226745015,a4b7,-0.1414028268,-0.1410572684
1,0.0263638395,a4b7,0,-1.5789913413
1.1798265801,52.9648446879,a4b7,0.0718181761,1.7239877031
0.9292003928,0.8926099652,a4b7,-0.0318906153,-0.049338269
1.0119937199,0.8008298313,a4b7,0.0051778174,-0.0964597575
1.2673462338,0.7870990083,a4b7,0.1028952786,-0.1039706348
0.9497842427,0.9542920307,a4b7,-0.0223750398,-0.020318703
0.6999940354,0.449556213,a4b7,-0.1549056605,-0.3472159959
2.7390510181,1.5808069661,a4b7,0.4376001216,0.198878841
0.9379454885,1.0557510753,a4b7,-0.0278224012,0.0235615325
1.154003067,1.0054063354,a4b7,0.0622069631,0.0023416175
0.7014661323,0.9940174425,a4b7,-0.1539932924,-0.0026059948
0.7960813258,1.0664697947,a4b7,-0.0990425635,0.0279485596
0.7579847687,0.7497535103,a4b7,-0.1203395212,-0.1250814923
1.0412087215,1.064388268,a4b7,0.0175377972,0.027100079
1.1323931648,1.0971767982,a4b7,0.0539972393,0.0402766151
1.6901768459,0.9910167108,a4b7,0.2279321479,-0.0039190223
1.1661762569,1.3477942704,a4b7,0.066764195,0.1296236058
1.1671390818,0.8675737052,a4b7,0.0671226117,-0.0616936193
0.919822141,0.8569308428,a4b7,-0.0362961408,-0.0670542257
1.0259147529,1.1529860202,a4b7,0.0111112751,0.0618240416
1.0662886188,0.9722183653,a4b7,0.0278747737,-0.0122361793
1.2320270821,1.0051359939,a4b7,0.0906202545,0.0022248253
0.7786671115,1.0348215397,a4b7,-0.1086481682,0.0148654599
1.5754989956,1.1650821364,a4b7,0.1974181307,0.0663565435
0.830581732,1.2314252246,a4b7,-0.0806176251,0.0904080455
1.9354192009,8.371427079,NA,0.2867750453,0.9227994986
0.8654788981,0.7981175165,a4b7,-0.0627435165,-0.0979331575
1.0746328611,1.1498507144,a4b7,0.0312601167,0.0606414594
1.0832075435,1.247874784,a4b7,0.0347116758,0.0961710089
1.2511455093,1.2224411289,a4b7,0.0973078215,0.0872279533
1.1994544565,0.7521816104,a4b7,0.0789837624,-0.1236772886
1.1636863202,1.2375432367,a4b7,0.065835929,0.092560381
1.285733835,1.0871158526,a4b7,0.1091510728,0.0362758288
0.9304563134,1.234745137,a4b7,-0.0313040129,0.0915773244
1.4190651088,1.1511795964,a4b7,0.152002322,0.0611430835
1.0499519965,0.8965968332,a4b7,0.0211694437,-0.0474027994
1.2132272094,1.2402678599,a4b7,0.0839421418,0.0935154896
1.1800636908,1.0060407062,a4b7,0.0719054478,0.0026155534
1.0063548696,0.759019144,a4b7,0.0027511524,-0.1197472702
1.1560823599,1.1452207478,a4b7,0.0629887746,0.0588892075
1.1784514706,0.8081669635,a4b7,0.0713117027,-0.0924989068
1.0989104446,1.0742199066,a4b7,0.0409623012,0.0310931961
1.1912425414,0.8345432911,a4b7,0.0760001945,-0.0785511298
0.8569275637,0.9849035814,a4b7,-0.0670558875,-0.0066062833
1.0807383146,1.0715889742,a4b7,0.0337205484,0.0300282364
1.1060136541,1.0097293135,a4b7,0.0437604885,0.0042049645
1.0535872369,0.7406865035,a4b7,0.022670501,-0.1303655688
2.0302583444,2.1078961882,a4b7,0.3075513041,0.3238492185
0.8895655179,0.7480851276,a4b7,-0.0508220599,-0.1260489792
1.7866533746,1.5980815046,a4b7,0.252040304,0.2035989252
0.8226833157,0.9296443754,a4b7,-0.0847673103,-0.031683154
1.8689484598,1.7372779493,a4b7,0.271597325,0.2398693073
0.9216666017,0.8646954624,a4b7,-0.0354261497,-0.06313682
1.0796682336,1.0190150092,a4b7,0.0332903236,0.0081805808
1.2216624669,0.9652823147,a4b7,0.0869512313,-0.0153456506
1.3328248821,1.1197790293,a4b7,0.1247730918,0.04913233
1.4226114776,2.1029992613,a4b7,0.1530863083,0.3228391201
0.9075260301,0.6014091702,a4b7,-0.0421409095,-0.2208299541
2.1561173021,0.9940215605,a4b7,0.3336723847,-0.0026041956
1.4804522639,1.2404834619,a4b7,0.1703944084,0.0935909786
1.0324521816,0.9164210971,a4b7,0.0138699463,-0.0379049214
1.4107185965,1.1144557022,a4b7,0.1494403914,0.0470628107
1.0843934447,0.9203705746,a4b7,0.0351868836,-0.0360372747
1.1641748612,1.0487937489,a4b7,0.0660182171,0.0206900902
1.2257658496,0.750828961,a4b7,0.0884075176,-0.1244589841
1.3728741267,1.0295021819,a4b7,0.1376307203,0.0126272714
1.1990285962,1.2436612614,a4b7,0.0788295409,0.0947021068
1.458259067,1.1497013063,a4b7,0.1638346854,0.0605850248
1.2396121266,1.247975768,a4b7,0.0932858161,0.0962061527
1.2438140115,1.7243778587,a4b7,0.0947554448,0.2366324378
1.3200066475,1.1487135799,a4b7,0.1205761183,0.0602117553
1.4099576632,1.4927034076,a4b7,0.1492060723,0.1739735242
1.0801703097,0.8040556465,a4b7,0.0334922358,-0.0947138939
1.3049472298,1.0485661957,a4b7,0.1155929498,0.0205958526
1.68344419,1.0572378746,a4b7,0.2261987231,0.024172713
2.0140562069,2.0977842122,a4b7,0.3040715864,0.3217608126
1.0258432879,1.230885712,Bayer1,0.0110810212,0.0902177305
1.3819780621,1.246909877,Bayer1,0.140501149,0.0958350651
1.1690040863,1.3298524247,Bayer1,0.0678160293,0.1238034495
1.0586382147,1.3752238322,Bayer1,0.0247475671,0.1383733899
2.1988481173,1.1882381422,Bayer1,0.3421952321,0.074903489
2.4791831253,1.7240554679,Bayer1,0.3943086072,0.2365512342
1.7465787569,2.325297819,antiFlag,0.2421881737,0.3664785843
1.1324155443,1.1220929305,Bayer1,0.0540058221,0.0500288262
1.2816278669,1.1633284116,Bayer1,0.1077619419,0.0657023349
0.9519099689,0.6952840301,Bayer1,-0.021404125,-0.1578377458
1.4252365907,1.2818560709,Bayer1,0.1538869637,0.1078392646
4.1726659773,0.8126880653,Bayer1,0.6204136208,-0.090076118
1.0913734401,0.9317690159,Bayer1,0.0379733805,-0.0306917352
0.877073761,0.9305672084,Bayer1,-0.0569638814,-0.0312522553
6.0270208814,0.5376777679,Bayer1,0.7801026961,-0.2694779205
2.2069280671,1.5928448336,Bayer1,0.3437881779,0.2021734712
3.8823864198,2.3639640753,Bayer1,0.5890987592,0.3736408724
0.7787578222,0.7138841661,a4b7,-0.108597578,-0.1463722506
2.6332876501,0.5213547221,Bayer1,0.4204983023,-0.2828666885
1.4750819126,1.2499792619,Bayer1,0.1688161377,0.0969028078
1.7850128381,1.6013459356,Bayer1,0.251641344,0.2044851618
2.4750186015,2.0971586519,Bayer1,0.3935784673,0.3216312865
118.4340654156,0.4699532747,Bayer1,2.0734766373,-0.3279453199
1.801878017,1.7295039014,Bayer1,0.2557253869,0.237921546
1.4160696124,1.4478981994,Bayer1,0.1510846033,0.160738028
1.0779429646,1.1344068902,Bayer1,0.0325957823,0.0547688557
